case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:31039/11,31039/11,Novruk and Others v. Russia,31039/11,1,31039/11,15 March 2016,2016,002-10909,2,,,8|8-1|14|14+8|34|41|46,,RUS,,"Novruk and Others v. Russia, nos. 31039/11 and 4 others, 15 March 2016",2,17,4,0a61f8f7ceb0|e12c697e461c|e19a063de5b3|ed0ed05ac958,Article 14|Article 46|Immigration|Rights of LGBTI persons,20230911235919,20251122094224,20230911235919__guide_art_46_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,application_subset_name_year,31039/11,7,Novruk and Others v. Russia,31039/11;48511/11;76810/12;14618/13;13817/14,CLIN,ENG,2016-03-15T00:00:00,15/03/2016 00:00:00,,,Violation of Article 14+8 - Prohibition of discrimination (Article 14 - Discrimination) (Article 8-1 - Respect for family life;Respect for private life;Article 8 - Right to respect for private and family life);No violation of Article 34 - Individual applications (Article 34 - Hinder the exercise of the right of petition);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:60846/10,60846/10,Nowak v. Ukraine,60846/10,1,60846/10,31 March 2011,2011,001-104289,3,,,3|5|5-1|5-2|5-4|41|P7-1|P7-1-1,,UKR,,"Nowak v. Ukraine, no. 60846/10, 31 March 2011",2,14,4,0faa41c7c031|22935893a6e6|e19a063de5b3|f1175c0d1e5c,Article 1 Protocol 7|Article 18|Article 5|Immigration,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,60846/10,3,CASE OF NOWAK v. UKRAINE,60846/10,HEJUD,ENG,2011-03-31T00:00:00,31/03/2011 00:00:00,23,ECLI:CE:ECHR:2011:0331JUD006084610,Remainder inadmissible;Violation of Art. 3 (substantive aspect);Violation of Art. 3 (procedural aspect);Violation of Art. 5-1;Violation of Art. 5-2;Violation of Art. 5-4;Violation of P7-1;Non-pecuniary damage -award
apps:30218/96,30218/96,Nowicka v. Poland,30218/96,1,30218/96,3 December 2002,2002,001-60791,3,,,8|8-1|8-2|41|5|5-1|5-1-b,,POL,,"Nowicka v. Poland, no. 30218/96, 3 December 2002",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,30218/96,15,CASE OF NOWICKA v. POLAND,30218/96,HEJUD,ENG,2002-12-03T00:00:00,03/12/2002 00:00:00,5,ECLI:CE:ECHR:2002:1203JUD003021896,Violation of Art. 5-1;Violation of Art. 8;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
apps:49341/18,49341/18,Nuh Uzun and Others v. Turkey,49341/18,1,49341/18,29 March 2022,2022,001-216748,3,,,8|8-1|8-2|34|35|35-3-b|41,,TUR,,"Nuh Uzun and Others v. Turkey, nos. 49341/18 and 13 others, 29 March 2022",2,16,3,7ff3d5fc46dd|99cd2ce32cf8|d5256ad78e38,Article 8|Data protection|Prisoners' rights,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,legacy_identifier_exact_name_and_year,49341/18 || docname_raw:Nuh Uzun and Others v. Turkey || text_clean:Nuh Uzun and Others v. Turkey,30,CASE OF NUH UZUN AND OTHERS v. TURKEY,49341/18;59185/18;2368/19;10539/19;11837/19;11950/19;11959/19;12723/19;15626/19;16803/19;17838/19;19085/19;19405/19;24060/19,HEJUD,ENG,2022-03-29T00:00:00,29/03/2022 00:00:00,5,ECLI:CE:ECHR:2022:0329JUD004934118,Preliminary objection dismissed (Art. 34) Individual applications;(Art. 34) Victim;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-b) No significant disadvantage;Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for correspondence);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:2672/03|69829/01,2672/03|69829/01,Nunes Dias v. Portugal (dec.),2672/03|69829/01,2,2672/03,,2003,001-23730,1,,,6|6-1,,PRT,,"Nunes Dias v. Portugal (dec.), nos. 2672/03 and 69829/01, ECHR 2003-IV",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,2672/03|69829/01,5,NUNES DIAS v. PORTUGAL,69829/01;2672/03,HEDEC,ENG,2003-04-10T00:00:00,10/04/2003 00:00:00,6,ECLI:CE:ECHR:2003:0410DEC006982901,Inadmissible
apps:55597/09,55597/09,Nunez v. Norway,55597/09,1,55597/09,28 June 2011,2011,001-105415,2,,,8|8-1|8-2,,NOR,,"Nunez v. Norway, no. 55597/09, 28 June 2011",1,7,1,99cd2ce32cf8,Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,55597/09,11,CASE OF NUNEZ v. NORWAY,55597/09,HEJUD,ENG,2011-06-28T00:00:00,28/06/2011 00:00:00,7,ECLI:CE:ECHR:2011:0628JUD005559709,Violation of Art. 8 (in case of expulsion)
apps:6587/03,6587/03,Nur Radyo Ve Televizyon Yayıncılığı A.Ş. v. Turkey,6587/03,1,6587/03,27 November 2007,2007,001-83526,3,,,29|29-3|10|10-2|10-1|14|41,,TUR,,"Nur Radyo Ve Televizyon Yayıncılığı A.Ş. v. Turkey, no. 6587/03, 27 November 2007",1,5,1,1900da194ee4,Article 10,20230912000014,20250918162301,20230912000014__guide_art_10_eng.pdf,20250918162301__guide_art_10_eng.pdf,matched,exact_application_set,6587/03,5,CASE OF NUR RADYO VE TELEVİZYON YAYINCILIĞI A.Ş. v. TURKEY,6587/03,HEJUD,ENG,2007-11-27T00:00:00,27/11/2007 00:00:00,5,ECLI:CE:ECHR:2007:1127JUD000658703,Violation of Art. 10;Not necessary to examine Art. 14;Non-pecuniary damage - finding of violation sufficient;Pecuniary damage - claim dismissed
apps:41478/98,41478/98,Nuray Şen v. Turkey,41478/98,1,41478/98,17 June 2003,2003,001-61139,4,,,5|5-3|15|15-1|41,,TUR,,"Nuray Şen v. Turkey, no. 41478/98, 17 June 2003",1,3,1,e8704f851a2b,Article 15,20230923094342,20251125150922,20230923094342__guide_art_15_eng.pdf,20251125150922__guide_art_15_eng.pdf,matched,exact_application_set,41478/98,6,CASE OF NURAY SEN v. TURKEY,41478/98,HEJUD,ENG,2003-06-17T00:00:00,17/06/2003 00:00:00,5,ECLI:CE:ECHR:2003:0617JUD004147898,Violation of Art. 5-3;Non-pecuniary damage - financial award;Costs and expenses partial award
apps:25354/94,25354/94,Nuray Şen v. Turkey (no. 2),25354/94,1,25354/94,30 March 2004,2004,001-61681,3,,,2|2-1|3|13|14|34|41,,TUR,,"Nuray Şen v. Turkey (no. 2), no. 25354/94, 30 March 2004",1,7,1,415c8994e0ed,Article 2,20230923024152,20251215180904,20230923024152__guide_art_2_eng.pdf,20251215180904__guide_art_2_eng.pdf,matched,exact_application_set,25354/94,11,CASE OF NURAY ŞEN v. TURKEY (No. 2),25354/94,HEJUD,ENG,2004-03-30T00:00:00,30/03/2004 00:00:00,7,ECLI:CE:ECHR:2004:0330JUD002535494,No violation of Art. 2 with regard to death;Violation of Art. 2 with regard to lack of effective investigation;No violation of Art. 3;Violation of Art. 13;No violation of Art. 14;Not necessary to examine Art. 34 (former Art. 25);Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
apps:27094/20,27094/20,Nurcan Bayraktar v. Türkiye,27094/20,1,27094/20,27 June 2023,2023,001-225748,3,,,34|35|35-3-a|8|8-1|8-2|14|14+12|12|41,,TUR,,"Nurcan Bayraktar v. Türkiye, no. 27094/20, 27 June 2023",2,14,3,154b01c3289a|1e58f64bfb7a|e12c697e461c,Article 12|Article 14|Article 34/35,20231206112748,20251202174715,20231206112748__guide_art_12_eng.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,27094/20,9,CASE OF NURCAN BAYRAKTAR v. TÜRKİYE,27094/20,HEJUD,ENG,2023-06-27T00:00:00,27/06/2023 00:00:00,5,ECLI:CE:ECHR:2023:0627JUD002709420,Preliminary objection dismissed (Art. 34) Individual applications;(Art. 34) Victim;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Violation of Article 14+12 - Prohibition of discrimination (Article 14 - Discrimination) (Article 12 - Right to marry;Marry);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:32124/02,32124/02,Nurettin Aldemir and Others v. Turkey,32124/02,1,32124/02,18 December 2007,2007,001-84054,3,,,11|11-1|11-2|29|29-3|34,,TUR,,"Nurettin Aldemir and Others v. Turkey, nos. 32124/02 and 6 others, 18 December 2007",2,8,2,684d373b17e9|b8a991ab1181,Article 11|Mass protests,20230923090652,20251210133318,20230923090652__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,matched,legacy_identifier_exact_name_and_year,32124/02 || docname_raw:Nurettin Aldemir and Others v. Turkey || text_clean:Nurettin Aldemir and Others v. Turkey,53,CASE OF NURETTIN ALDEMIR AND OTHERS v. TURKEY,32124/02;32126/02;32129/02;32132/02;32133/02;32137/02;32138/02,HEJUD,ENG,2007-12-18T00:00:00,18/12/2007 00:00:00,5,ECLI:CE:ECHR:2007:1218JUD003212402,Preliminary objection joined to merits (victim) and dismissed;Violation of Art. 11;Remainder inadmissible
apps:37038/97,37038/97,Nuri Kurt v. Turkey,37038/97,1,37038/97,29 November 2005,2005,001-71341,3,,,6|6-1|8|8-1|13|14|41|P1-1|P1-1-1,,TUR,,"Nuri Kurt v. Turkey, no. 37038/97, 29 November 2005",1,5,1,a94e3bc7e2bf,Article 13,20230911235824,20250619163138,20230911235824__guide_art_13_eng.pdf,20250619163138__guide_art_13_eng.pdf,matched,exact_application_set,37038/97,9,CASE OF NURİ KURT v. TURKEY,37038/97,HEJUD,ENG,2005-11-29T00:00:00,29/11/2005 00:00:00,5,ECLI:CE:ECHR:2005:1129JUD003703897,No violation of Art. 8;No violation of P1-1;Not necessary to examine Art. 6-1;Violation of Art. 13;No violation of Art. 14;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
apps:30138/02,30138/02,Nurmagomedov v. Russia,30138/02,1,30138/02,7 June 2007,2007,001-80958,3,,,6|34|41,,RUS,,"Nurmagomedov v. Russia, no. 30138/02, 7 June 2007",1,16,2,154b01c3289a|4026b1621d4a,Article 34/35|Article 6 Criminal,20230627221844,20260217143525,20230627221844__Admissibility_guide_ENG.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,30138/02,9,CASE OF NURMAGOMEDOV v. RUSSIA,30138/02,HEJUD,ENG,2007-06-07T00:00:00,07/06/2007 00:00:00,4,ECLI:CE:ECHR:2007:0607JUD003013802,No violation of Article 6 - Right to a fair trial;Violation of Article 34 - Individual applications (Article 34 - Hinder the exercise of the right of petition);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:56368/17,56368/17,"Nurmatov (Ali Feruz) v. Russia (dec.), no.56368/17",56368/17,1,56368/17,02 October 2018,2018,001-187460,4,,,3|5|5-1|5-4|35|37|37-1,,RUS,,"Nurmatov (Ali Feruz) v. Russia (dec.), no.56368/17, 02 October 2018",1,4,1,0a61f8f7ceb0,Rights of LGBTI persons,20230923175405,20250612193940,20230923175405__guide_lgbti_rights_eng.pdf,20250612193940__guide_lgbti_rights_eng.pdf,matched,exact_application_set,56368/17,2,NURMATOV (ALI FERUZ) v. RUSSIA,56368/17,HEDEC,ENG,2018-10-02T00:00:00,02/10/2018 00:00:00,27,ECLI:CE:ECHR:2018:1002DEC005636817,Partly struck out of the list;Partly inadmissible
apps:27881/95,27881/95,Nurminen and Others v. Finland,27881/95,1,27881/95,26 February 1997,1997,001-3505,4,,,P1-3|14,,FIN,,"Nurminen and Others v. Finland, no. 27881/95, Commission decision of 26 February 1997",1,3,1,1900da194ee4,Article 10,20230912000014,20240930062921,20230912000014__guide_art_10_eng.pdf,20240930062921__guide_art_10_eng.pdf,matched,exact_application_set,27881/95,1,NURMINEN AND OTHERS v. FINLAND,27881/95,HEDEC,ENG,1997-02-26T00:00:00,26/02/1997 00:00:00,1,ECLI:CE:ECHR:1997:0226DEC002788195,Inadmissible
apps:43750/06,43750/06,Nusret Kaya and Others v. Turkey,43750/06,1,43750/06,22 April 2014,2014,002-9490,1,,,6|6-1|8|8-1|8-2|35|41,,TUR,,"Nusret Kaya and Others v. Turkey, nos. 43750/06 and 4 others, 22 April 2014",1,11,2,7ff3d5fc46dd|99cd2ce32cf8,Article 8|Prisoners' rights,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,application_subset_name_year,43750/06,26,Nusret Kaya and Others v. Turkey ,43750/06;43752/06;32054/08;37753/08;60915/08,CLIN,ENG,2014-04-22T00:00:00,22/04/2014 00:00:00,,,Remainder inadmissible;Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for correspondence;Respect for family life);Non-pecuniary damage - award
apps:32842/96,32842/96,Nuutinen v. Finland,32842/96,1,32842/96,,2000,001-58736,1,,,6|6-1|8|8-1|41,,FIN,,"Nuutinen v. Finland, no. 32842/96, ECHR 2000-VIII",1,10,2,8ad6b528df3f|99cd2ce32cf8,Article 8|Rights of the child,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,32842/96,8,CASE OF NUUTINEN v. FINLAND,32842/96,HEJUD,ENG,2000-06-27T00:00:00,27/06/2000 00:00:00,4,ECLI:CE:ECHR:2000:0627JUD003284296,Violation of Art. 6-1;No violation of Art. 8;Not necessary to examine other complaints under Art. 8;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
apps:41424/98,41424/98,Nuvoli v. Italy,41424/98,1,41424/98,16 May 2002,2002,001-60461,3,,,6|6-1|13|41,,ITA,,"Nuvoli v. Italy, no. 41424/98, 16 May 2002",1,5,1,a94e3bc7e2bf,Article 13,20230911235824,20250619163138,20230911235824__guide_art_13_eng.pdf,20250619163138__guide_art_13_eng.pdf,matched,exact_application_set,41424/98,9,CASE OF NUVOLI v. ITALY,41424/98,HEJUD,ENG,2002-05-16T00:00:00,16/05/2002 00:00:00,4,ECLI:CE:ECHR:2002:0516JUD004142498,Violation of Art. 6-1;Violation of Art. 13;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses (domestic proceedings) - claim dismissed
apps:11828/11,11828/11,Nykänen v. Finland,11828/11,1,11828/11,20 May 2014,2014,001-144112,3,,,41|P7-4,,FIN,,"Nykänen v. Finland, no. 11828/11, 20 May 2014",1,4,1,6d86f7b0f9c7,Article 4 Protocol 7,20230923164453,20251029024721,20230923164453__guide_art_4_protocol_7_eng.pdf,20251029024721__guide_art_4_protocol_7_eng.pdf,matched,exact_application_set,11828/11,5,CASE OF NYKÄNEN v. FINLAND,11828/11,HEJUD,ENG,2014-05-20T00:00:00,20/05/2014 00:00:00,7,ECLI:CE:ECHR:2014:0520JUD001182811,Violation of Article 4 of Protocol No. 7 - Right not to be tried or punished twice-{general} (Article 4 of Protocol No. 7 - Conviction;Criminal offence);Pecuniary damage - claim dismissed;Non-pecuniary damage - award
apps:27110/95,27110/95,Nylund v. Finland (dec.),27110/95,1,27110/95,,1999,001-21999,1,,,6|6-1|8|8-1|14,,FIN,,"Nylund v. Finland (dec.), no. 27110/95, ECHR 1999-VI",2,11,2,99cd2ce32cf8|e12c697e461c,Article 14|Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,27110/95,4,NYLUND v. FINLAND,27110/95,HEDEC,ENG,1999-06-29T00:00:00,29/06/1999 00:00:00,7,ECLI:CE:ECHR:1999:0629DEC002711095,Inadmissible
apps:30406/96,30406/96,Nyyssönen v. Finland,30406/96,1,30406/96,15 January 1998,1998,001-4097,4,,,5|8|9|9-1|13,,FIN,,"Nyyssönen v. Finland, no. 30406/96, Commission decision of 15 January 1998",1,7,1,2fbc08fc30bd,Article 9,20230923081110,20251122212600,20230923081110__guide_art_9_eng.pdf,20251122212600__guide_art_9_eng.pdf,matched,exact_application_set,30406/96,1,NYYSSÖNEN v. FINLAND,30406/96,HEDEC,ENG,1998-01-15T00:00:00,15/01/1998 00:00:00,1,ECLI:CE:ECHR:1998:0115DEC003040696,Inadmissible
apps:7757/77,7757/77,O. and Others v. Luxembourg,7757/77,1,7757/77,3 March 1978,1978,001-169517,4,,,8|10|11|14|35|P4-4,,LUX,,"O. and Others v. Luxembourg, no. 7757/77, Commission decision of 3 March 1978",1,4,1,7b2999efc3b7,Article 4 Protocol 4,20230923162023,20250918070134,20230923162023__guide_art_4_protocol_4_eng.pdf,20250918070134__guide_art_4_protocol_4_eng.pdf,matched,exact_application_set,7757/77,1,O. ET AUTRES c. LUXEMBOURG,7757/77,HFDEC,FRE,1978-03-03T00:00:00,03/03/1978 00:00:00,3,ECLI:CE:ECHR:1978:0303DEC000775777,Irrecevable
apps:34016/18,34016/18,O.D. v. Bulgaria,34016/18,1,34016/18,10 October 2019,2019,001-196919,3,,,2|3|13|13+2|13+3|34|37|37-1-c|41,,BGR,,"O.D. v. Bulgaria, no. 34016/18, 10 October 2019",1,4,1,e19a063de5b3,Immigration,20240331051847,20251122094224,20240331051847__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,34016/18,7,CASE OF O.D. v. BULGARIA,34016/18,HEJUD,ENG,2019-10-10T00:00:00,10/10/2019 00:00:00,23,ECLI:CE:ECHR:2019:1010JUD003401618,Violation of Article 2 - Right to life (Article 2 - Expulsion) (Conditional) (Syria);Violation of Article 3 - Prohibition of torture (Article 3 - Expulsion) (Conditional) (Syria);Violation of Article 13+2 - Right to an effective remedy (Article 13 - Effective remedy) (Article 2 - Right to life;Expulsion);Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture;Expulsion);Non-pecuniary damage - finding of violation sufficient (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:53568/18|54741/18,53568/18|54741/18,O.H. and G.H. v. Germany,53568/18|54741/18,2,53568/18,4 April 2023,2023,001-224194,1,,,35|35-3-a|8|8-1,,DEU,,"O.H. and G.H. v. Germany, nos. 53568/18 and 54741/18, 4 April 2023",2,9,2,0a61f8f7ceb0|99cd2ce32cf8,Article 8|Rights of LGBTI persons,20240217085228,20260215111534,20240217085228__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,53568/18|54741/18,11,CASE OF O.H. AND G.H. v. GERMANY,53568/18;54741/18,HEJUD,ENG,2023-04-04T00:00:00,04/04/2023 00:00:00,7,ECLI:CE:ECHR:2023:0404JUD005356818,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;No violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life)
apps:4646/08,4646/08,O.H. v. Germany,4646/08,1,4646/08,24 November 2011,2011,001-107556,3,,,5|5-1|5-1-a|5-1-c|5-1-e|7|7-1|41|46|46-2,,DEU,,"O.H. v. Germany, no. 4646/08, 24 November 2011",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,4646/08,9,CASE OF O.H. v. GERMANY,4646/08,HEJUD,ENG,2011-11-24T00:00:00,24/11/2011 00:00:00,23,ECLI:CE:ECHR:2011:1124JUD000464608,Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-a - After conviction;Article 5-1-c - Reasonably necessary to prevent offence;Article 5-1-e - Persons of unsound mind);Violation of Article 7 - No punishment without law (Article 7-1 - Heavier penalty;Nulla poena sine lege;Retroactivity);Non-pecuniary damage - award
apps:41080/98,41080/98,O.I.J. v. Czech Republic (dec.),41080/98,1,41080/98,27 April 1999,1999,001-30265,4,,,6|34|35|P4-2|P7-1,,CZE,,"O.I.J. v. Czech Republic (dec.), no. 41080/98, 27 April 1999",2,5,2,dbfbd08a4477|f1175c0d1e5c,Article 1 Protocol 7|Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,41080/98,1,O.I.J. contre la REPUBLIQUE TCHEQUE,41080/98,HFDEC,FRE,1999-04-27T00:00:00,27/04/1999 00:00:00,6,ECLI:CE:ECHR:1999:0427DEC004108098,Irrecevable
apps:42126/15|42127/15,42126/15|42127/15,O.J. and J.O. v. Georgia and Russia,42126/15|42127/15,2,42126/15,19 December 2023,2023,001-229601,3,,,35|35-1|35-3-a|5|5-1|5-1-a|5-1-c|6|6+6-3-c|6-3|6-3-c|6-1|41|58|1,,GEO|RUS,,"O.J. and J.O. v. Georgia and Russia, nos. 42126/15 and 42127/15, 19 December 2023",1,6,2,154b01c3289a|7a059e452dbd,Article 1|Article 34/35,20241219144949,20251202174715,20241219144949__guide_art_1_eng.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,42126/15|42127/15,4,CASE OF O.J. AND J.O. v. GEORGIA AND RUSSIA,42126/15;42127/15,HEJUD,ENG,2023-12-19T00:00:00,19/12/2023 00:00:00,5,ECLI:CE:ECHR:2023:1219JUD004212615,Preliminary objections dismissed (Art. 35) Admissibility criteria;(Art 35-1) Four-month period (former six-month);Preliminary objection dismissed (Art. 35) Admissibility criteria;(Art. 35-3-a) Ratione loci;Preliminary objection dismissed (Art. 35) Admissibility criteria;(Art. 35-3-a) Ratione personae;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Procedure prescribed by law;Article 5-1-a - After conviction;Article 5-1-c - Bringing before competent legal authority) (Russia);No violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Procedure prescribed by law;Article 5-1-a - After conviction;Article 5-1-c - Bringing before competent legal authority) (Georgia);Violation of Article 6+6-3-c - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing;Impartial tribunal;Independent tribunal;Tribunal established by law) (Article 6 - Right to a fair trial;Article 6-3 - Rights of defence;Article 6-3-c - Defence through legal assistance) (Russia);No violation of Article 6+6-3-c - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing;Impartial tribunal;Independent tribunal;Tribunal established by law) (Article 6 - Right to a fair trial;Article 6-3 - Rights of defence;Article 6-3-c - Defence through legal assistance) (Georgia);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:18603/12,18603/12,O.M. and D.S. v. Ukraine,18603/12,1,18603/12,15 September 2022,2022,001-219197,3,,,3|34|35|35-3-a|35-4|41,,UKR,,"O.M. and D.S. v. Ukraine, no. 18603/12, 15 September 2022",1,8,2,22935893a6e6|e19a063de5b3,Article 5|Immigration,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,18603/12,5,CASE OF O.M. AND D.S. v. UKRAINE,18603/12,HEJUD,ENG,2022-09-15T00:00:00,15/09/2022 00:00:00,23,ECLI:CE:ECHR:2022:0915JUD001860312,Preliminary objection joined to merits and dismissed (Art. 34) Individual applications;(Art. 34) Victim;Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;(Art. 35-3-a) Ratione materiae;(Art. 35-4) Rejection of application at any stage of the proceedings;Violation of Article 3 - Prohibition of torture (Article 3 - Expulsion) (Kyrgyzstan);Violation of Article 34 - Individual applications (Article 34 - Hinder the exercise of the right of application);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:9912/15,9912/15,O.M. v. Hungary,9912/15,1,9912/15,5 July 2016,2016,001-164466,3,,,5|5-1|5-1-b|5-1-f|41,,HUN,,"O.M. v. Hungary, no. 9912/15, 5 July 2016",1,9,2,0a61f8f7ceb0|e19a063de5b3,Immigration|Rights of LGBTI persons,20230923171143,20251122094224,20230923171143__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,9912/15,5,CASE OF O.M. v. HUNGARY,9912/15,HEJUD,ENG,2016-07-05T00:00:00,05/07/2016 00:00:00,7,ECLI:CE:ECHR:2016:0705JUD000991215,Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention;Article 5-1-b - Secure fulfilment of obligation prescribed by law);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:35221/97,35221/97,O.N. v. Bulgaria (dec.),35221/97,1,35221/97,6 April 2000,2000,001-5188,4,,,P1-1|P1-1-1|6|6-1|35|35-1,,BGR,,"O.N. v. Bulgaria (dec.), no. 35221/97, 6 April 2000",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,35221/97,1,O.N. v. BULGARIA,35221/97,HEDEC,ENG,2000-04-06T00:00:00,06/04/2000 00:00:00,7,ECLI:CE:ECHR:2000:0406DEC003522197,Inadmissible
apps:24650/19,24650/19,O.R. v. Greece,24650/19,1,24650/19,23 January 2024,2024,001-230689,3,,,34|3|41,,GRC,,"O.R. v. Greece, no. 24650/19, 23 January 2024",1,6,2,8ad6b528df3f|e19a063de5b3,Immigration|Rights of the child,20240904075051,20251122094224,20240904075051__guide_immigration_eng.pdf,20251122094224__guide_immigration_eng.pdf,matched,exact_application_set,24650/19,5,CASE OF O.R. v. GREECE,24650/19,HEJUD,ENG,2024-01-23T00:00:00,23/01/2024 00:00:00,6,ECLI:CE:ECHR:2024:0123JUD002465019,Preliminary objection joined to merits and dismissed (Art. 34) Individual applications;(Art. 34) Victim;Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:29327/95,29327/95,O. v. Norway,29327/95,1,29327/95,,2003,001-60932,1,,,6|6-2|41,,NOR,,"O. v. Norway, no. 29327/95, ECHR 2003-II",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,29327/95,9,CASE OF O. v. NORWAY,29327/95,HEJUD,ENG,2003-02-11T00:00:00,11/02/2003 00:00:00,6,ECLI:CE:ECHR:2003:0211JUD002932795,Violation of Art. 6-2;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award
